row_id,prompt_used_for_clip,step,image_path,clip_cosine,clip_score_0_100,aesthetic_score,dreamsim_dist_vs_step0,dreamsim_sim_vs_step0,dreamsim_dist_vs_prev_step,dreamsim_sim_vs_prev_step
0,Change the image to represent house in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_house_general.png,0.2393798828125,23.93798828125,5.540258407592773,0.0,1.0,,
0,Change the image to represent house in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_house_general_1.png,0.25244140625,25.244140625,5.596128463745117,0.14348983764648438,0.8565101623535156,0.14348983764648438,0.8565101623535156
0,Change the image to represent house in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_house_general_2.png,0.261474609375,26.1474609375,5.598851203918457,0.1766037940979004,0.8233962059020996,0.051744818687438965,0.948255181312561
0,Change the image to represent house in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_house_general_3.png,0.258544921875,25.8544921875,5.591338157653809,0.2219257354736328,0.7780742645263672,0.03231370449066162,0.9676862955093384
0,Change the image to represent house in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_house_general_4.png,0.2486572265625,24.86572265625,5.5113444328308105,0.2867814302444458,0.7132185697555542,0.02819669246673584,0.9718033075332642
0,Change the image to represent house in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_house_general_5.png,0.24609375,24.609375,5.4448771476745605,0.35198962688446045,0.6480103731155396,0.01783829927444458,0.9821617007255554
1,Change the image to represent modern house in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_house_modern.png,0.2276611328125,22.76611328125,5.3887410163879395,0.0,1.0,,
1,Change the image to represent modern house in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_house_modern_1.png,0.272705078125,27.2705078125,5.396066665649414,0.17126905918121338,0.8287309408187866,0.17126905918121338,0.8287309408187866
1,Change the image to represent modern house in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_house_modern_2.png,0.278564453125,27.8564453125,5.3985137939453125,0.18606090545654297,0.813939094543457,0.0272597074508667,0.9727402925491333
1,Change the image to represent modern house in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_house_modern_3.png,0.28515625,28.515625,5.443026542663574,0.19559848308563232,0.8044015169143677,0.025847315788269043,0.974152684211731
1,Change the image to represent modern house in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_house_modern_4.png,0.296142578125,29.6142578125,5.344486236572266,0.2285909652709961,0.7714090347290039,0.04020380973815918,0.9597961902618408
1,Change the image to represent modern house in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_house_modern_5.png,0.288330078125,28.8330078125,5.297820568084717,0.3026565909385681,0.6973434090614319,0.06545025110244751,0.9345497488975525
2,Change the image to represent traditional house in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_house_traditional.png,0.255859375,25.5859375,5.507718086242676,0.0,1.0,,
2,Change the image to represent traditional house in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_house_traditional_1.png,0.255859375,25.5859375,5.540003776550293,0.04406082630157471,0.9559391736984253,0.044060707092285156,0.9559392929077148
2,Change the image to represent traditional house in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_house_traditional_2.png,0.2626953125,26.26953125,5.5323405265808105,0.05313783884048462,0.9468621611595154,0.005393087863922119,0.9946069121360779
2,Change the image to represent traditional house in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_house_traditional_3.png,0.270263671875,27.0263671875,5.572589874267578,0.10293388366699219,0.8970661163330078,0.029159128665924072,0.9708408713340759
2,Change the image to represent traditional house in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_house_traditional_4.png,0.261474609375,26.1474609375,5.578179836273193,0.15073996782302856,0.8492600321769714,0.0196913480758667,0.9803086519241333
2,Change the image to represent traditional house in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_house_traditional_5.png,0.26318359375,26.318359375,5.5260114669799805,0.22100722789764404,0.778992772102356,0.02577686309814453,0.9742231369018555
3,Change the image to represent landmark in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_landmark_general.png,0.2034912109375,20.34912109375,5.441064834594727,0.0,1.0,,
3,Change the image to represent landmark in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_landmark_general_1.png,0.215087890625,21.5087890625,5.487997531890869,0.23353135585784912,0.7664686441421509,0.23353123664855957,0.7664687633514404
3,Change the image to represent landmark in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_landmark_general_2.png,0.215087890625,21.5087890625,5.48062801361084,0.22578299045562744,0.7742170095443726,0.0165444016456604,0.9834555983543396
3,Change the image to represent landmark in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_landmark_general_3.png,0.22705078125,22.705078125,5.521406173706055,0.23292768001556396,0.767072319984436,0.024373173713684082,0.9756268262863159
3,Change the image to represent landmark in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_landmark_general_4.png,0.2391357421875,23.91357421875,5.469893455505371,0.2796081304550171,0.7203918695449829,0.0438610315322876,0.9561389684677124
3,Change the image to represent landmark in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_landmark_general_5.png,0.234130859375,23.4130859375,5.419956207275391,0.3611762523651123,0.6388237476348877,0.045286357402801514,0.9547136425971985
4,Change the image to represent modern landmark in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_landmark_modern.png,0.2103271484375,21.03271484375,5.296535491943359,0.0,1.0,,
4,Change the image to represent modern landmark in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_landmark_modern_1.png,0.22509765625,22.509765625,5.430135726928711,0.6230465173721313,0.37695348262786865,0.6230465173721313,0.37695348262786865
4,Change the image to represent modern landmark in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_landmark_modern_2.png,0.223388671875,22.3388671875,5.397922992706299,0.603095531463623,0.39690446853637695,0.016004741191864014,0.983995258808136
4,Change the image to represent modern landmark in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_landmark_modern_3.png,0.2314453125,23.14453125,5.420497894287109,0.6066834926605225,0.39331650733947754,0.019442498683929443,0.9805575013160706
4,Change the image to represent modern landmark in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_landmark_modern_4.png,0.239013671875,23.9013671875,5.396177291870117,0.621134877204895,0.378865122795105,0.02816450595855713,0.9718354940414429
4,Change the image to represent modern landmark in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_landmark_modern_5.png,0.248291015625,24.8291015625,5.371912002563477,0.6502621173858643,0.34973788261413574,0.038211703300476074,0.9617882966995239
5,Change the image to represent traditional landmark in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_landmark_traditional.png,0.210205078125,21.0205078125,5.441165924072266,0.0,1.0,,
5,Change the image to represent traditional landmark in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_landmark_traditional_1.png,0.2327880859375,23.27880859375,5.463115692138672,0.25927382707595825,0.7407261729240417,0.259273886680603,0.740726113319397
5,Change the image to represent traditional landmark in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_landmark_traditional_2.png,0.247314453125,24.7314453125,5.497379302978516,0.27439260482788086,0.7256073951721191,0.046723783016204834,0.9532762169837952
5,Change the image to represent traditional landmark in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_landmark_traditional_3.png,0.255126953125,25.5126953125,5.506092548370361,0.31531083583831787,0.6846891641616821,0.04746931791305542,0.9525306820869446
5,Change the image to represent traditional landmark in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_landmark_traditional_4.png,0.2578125,25.78125,5.481790542602539,0.3548620939254761,0.6451379060745239,0.023488640785217285,0.9765113592147827
5,Change the image to represent traditional landmark in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_landmark_traditional_5.png,0.255615234375,25.5615234375,5.446977138519287,0.3946285843849182,0.6053714156150818,0.014742136001586914,0.9852578639984131
6,Change the image to represent dance in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_art_dance_general.png,0.284912109375,28.4912109375,5.531271934509277,0.0,1.0,,
6,Change the image to represent dance in China.,step1_path,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_art_dance_general_1.png,0.274169921875,27.4169921875,5.532083988189697,0.26165854930877686,0.7383414506912231,0.2616584897041321,0.7383415102958679
6,Change the image to represent dance in China.,step2_path,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_art_dance_general_2.png,0.272705078125,27.2705078125,5.487622261047363,0.30117690563201904,0.698823094367981,0.04046940803527832,0.9595305919647217
6,Change the image to represent dance in China.,step3_path,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_art_dance_general_3.png,0.263916015625,26.3916015625,5.48872184753418,0.36261093616485596,0.637389063835144,0.07748478651046753,0.9225152134895325
6,Change the image to represent dance in China.,step4_path,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_art_dance_general_4.png,0.258544921875,25.8544921875,5.459018230438232,0.43829280138015747,0.5617071986198425,0.06400227546691895,0.935997724533081
6,Change the image to represent dance in China.,step5_path,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_art_dance_general_5.png,0.264404296875,26.4404296875,5.383518218994141,0.5157042145729065,0.4842957854270935,0.0407329797744751,0.9592670202255249
7,Change the image to represent modern dance in China.,step0_path,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_art_dance_modern.png,0.254150390625,25.4150390625,5.501216411590576,0.0,1.0,,
