uid,group_id,step,country,category,sub_category,variant,accuracy,precision,recall,f1,num_questions,processing_time,question_source,cultural_representative,prompt_alignment,is_best,is_worst
flux_china_architecture_house_general::step0,flux_china_architecture_house_general,step0,china,architecture,house,general,0.75,1.0,0.5,0.6666666666666666,4,5.385633945465088,enhanced_heuristic,1,1,True,False
flux_china_architecture_house_general::1,flux_china_architecture_house_general,1,china,architecture,house,general,1.0,1.0,1.0,1.0,4,5.220218181610107,enhanced_heuristic,2,3,False,False
flux_china_architecture_house_general::2,flux_china_architecture_house_general,2,china,architecture,house,general,1.0,1.0,1.0,1.0,4,5.06154465675354,enhanced_heuristic,2,3,False,False
flux_china_architecture_house_general::3,flux_china_architecture_house_general,3,china,architecture,house,general,1.0,1.0,1.0,1.0,4,5.062349081039429,enhanced_heuristic,2,3,False,False
flux_china_architecture_house_general::4,flux_china_architecture_house_general,4,china,architecture,house,general,0.75,1.0,0.5,0.6666666666666666,4,5.0657970905303955,enhanced_heuristic,2,3,False,True
flux_china_architecture_house_general::5,flux_china_architecture_house_general,5,china,architecture,house,general,1.0,1.0,1.0,1.0,4,5.068736553192139,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_modern::step0,flux_china_architecture_house_modern,step0,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.833841562271118,enhanced_heuristic,2,3,True,False
flux_china_architecture_house_modern::1,flux_china_architecture_house_modern,1,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.848737001419067,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_modern::2,flux_china_architecture_house_modern,2,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.844996452331543,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_modern::3,flux_china_architecture_house_modern,3,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.848961353302002,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_modern::4,flux_china_architecture_house_modern,4,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.847326278686523,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_modern::5,flux_china_architecture_house_modern,5,china,architecture,house,modern,0.5,0.0,0.0,0.0,4,5.851857662200928,enhanced_heuristic,1,1,False,True
flux_china_architecture_house_traditional::step0,flux_china_architecture_house_traditional,step0,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.76185941696167,enhanced_heuristic,1,1,True,False
flux_china_architecture_house_traditional::1,flux_china_architecture_house_traditional,1,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.7707812786102295,enhanced_heuristic,2,3,False,False
flux_china_architecture_house_traditional::2,flux_china_architecture_house_traditional,2,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.771933078765869,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_traditional::3,flux_china_architecture_house_traditional,3,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.772402286529541,enhanced_heuristic,1,1,False,False
flux_china_architecture_house_traditional::4,flux_china_architecture_house_traditional,4,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.7706408500671387,enhanced_heuristic,2,3,False,False
flux_china_architecture_house_traditional::5,flux_china_architecture_house_traditional,5,china,architecture,house,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.7752342224121094,enhanced_heuristic,1,1,False,True
flux_china_architecture_landmark_general::step0,flux_china_architecture_landmark_general,step0,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.4076268672943115,enhanced_heuristic,1,1,False,True
flux_china_architecture_landmark_general::1,flux_china_architecture_landmark_general,1,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.41743016242981,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_general::2,flux_china_architecture_landmark_general,2,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.586432218551636,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_general::3,flux_china_architecture_landmark_general,3,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.425486087799072,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_general::4,flux_china_architecture_landmark_general,4,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.427002429962158,enhanced_heuristic,1,1,True,False
flux_china_architecture_landmark_general::5,flux_china_architecture_landmark_general,5,china,architecture,landmark,general,0.75,1.0,0.5,0.6666666666666666,4,5.431912422180176,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_modern::step0,flux_china_architecture_landmark_modern,step0,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.426645994186401,enhanced_heuristic,1,1,True,False
flux_china_architecture_landmark_modern::1,flux_china_architecture_landmark_modern,1,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.431607723236084,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_modern::2,flux_china_architecture_landmark_modern,2,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.429760932922363,enhanced_heuristic,1,5,False,False
flux_china_architecture_landmark_modern::3,flux_china_architecture_landmark_modern,3,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.432005882263184,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_modern::4,flux_china_architecture_landmark_modern,4,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.4342474937438965,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_modern::5,flux_china_architecture_landmark_modern,5,china,architecture,landmark,modern,0.5,0.0,0.0,0.0,4,5.436861515045166,enhanced_heuristic,1,1,False,True
flux_china_architecture_landmark_traditional::step0,flux_china_architecture_landmark_traditional,step0,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.379563093185425,enhanced_heuristic,1,1,True,False
flux_china_architecture_landmark_traditional::1,flux_china_architecture_landmark_traditional,1,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3873443603515625,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_traditional::2,flux_china_architecture_landmark_traditional,2,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3885302543640137,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_traditional::3,flux_china_architecture_landmark_traditional,3,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.390406608581543,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_traditional::4,flux_china_architecture_landmark_traditional,4,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3891689777374268,enhanced_heuristic,1,1,False,False
flux_china_architecture_landmark_traditional::5,flux_china_architecture_landmark_traditional,5,china,architecture,landmark,traditional,0.75,1.0,0.5,0.6666666666666666,4,3.3915934562683105,enhanced_heuristic,1,1,False,True
flux_china_art_dance_general::step0,flux_china_art_dance_general,step0,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.271787881851196,enhanced_heuristic,1,1,True,False
flux_china_art_dance_general::1,flux_china_art_dance_general,1,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.279168605804443,enhanced_heuristic,1,1,False,False
flux_china_art_dance_general::2,flux_china_art_dance_general,2,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.440394878387451,enhanced_heuristic,1,1,False,False
flux_china_art_dance_general::3,flux_china_art_dance_general,3,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.28055477142334,enhanced_heuristic,1,1,False,False
flux_china_art_dance_general::4,flux_china_art_dance_general,4,china,art,dance,general,0.5,0.0,0.0,0.0,4,9.292181491851807,enhanced_heuristic,1,1,False,False
flux_china_art_dance_general::5,flux_china_art_dance_general,5,china,art,dance,general,0.75,1.0,0.5,0.6666666666666666,4,9.2889986038208,enhanced_heuristic,1,1,False,True
flux_china_art_dance_modern::step0,flux_china_art_dance_modern,step0,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.553839445114136,enhanced_heuristic,1,1,True,False
flux_china_art_dance_modern::1,flux_china_art_dance_modern,1,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.564546346664429,enhanced_heuristic,1,1,False,False
flux_china_art_dance_modern::2,flux_china_art_dance_modern,2,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.565908670425415,enhanced_heuristic,1,1,False,False
flux_china_art_dance_modern::3,flux_china_art_dance_modern,3,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.564445972442627,enhanced_heuristic,1,1,False,False
flux_china_art_dance_modern::4,flux_china_art_dance_modern,4,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.569490432739258,enhanced_heuristic,1,1,False,False
flux_china_art_dance_modern::5,flux_china_art_dance_modern,5,china,art,dance,modern,0.75,1.0,0.5,0.6666666666666666,4,5.57187819480896,enhanced_heuristic,1,1,False,True
flux_china_art_dance_traditional::step0,flux_china_art_dance_traditional,step0,china,art,dance,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.4402921199798584,enhanced_heuristic,1,1,True,False
flux_china_art_dance_traditional::1,flux_china_art_dance_traditional,1,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.44551420211792,enhanced_heuristic,1,1,False,False
flux_china_art_dance_traditional::2,flux_china_art_dance_traditional,2,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.4505155086517334,enhanced_heuristic,1,1,False,False
flux_china_art_dance_traditional::3,flux_china_art_dance_traditional,3,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.446838140487671,enhanced_heuristic,1,1,False,False
flux_china_art_dance_traditional::4,flux_china_art_dance_traditional,4,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.4470953941345215,enhanced_heuristic,1,1,False,False
flux_china_art_dance_traditional::5,flux_china_art_dance_traditional,5,china,art,dance,traditional,1.0,1.0,1.0,1.0,4,2.4519808292388916,enhanced_heuristic,1,1,False,True
flux_china_art_painting_general::step0,flux_china_art_painting_general,step0,china,art,painting,general,0.5,0.0,0.0,0.0,4,6.438746213912964,enhanced_heuristic,1,1,True,False
flux_china_art_painting_general::1,flux_china_art_painting_general,1,china,art,painting,general,0.75,1.0,0.5,0.6666666666666666,4,6.476144552230835,enhanced_heuristic,2,2,False,False
flux_china_art_painting_general::2,flux_china_art_painting_general,2,china,art,painting,general,1.0,1.0,1.0,1.0,4,6.636991262435913,enhanced_heuristic,1,1,False,False
flux_china_art_painting_general::3,flux_china_art_painting_general,3,china,art,painting,general,0.5,0.0,0.0,0.0,4,6.478334665298462,enhanced_heuristic,1,1,False,False
flux_china_art_painting_general::4,flux_china_art_painting_general,4,china,art,painting,general,0.5,0.0,0.0,0.0,4,6.468824148178101,enhanced_heuristic,1,1,False,False
flux_china_art_painting_general::5,flux_china_art_painting_general,5,china,art,painting,general,0.5,0.0,0.0,0.0,4,6.477810859680176,enhanced_heuristic,1,1,False,True
flux_china_art_painting_modern::step0,flux_china_art_painting_modern,step0,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.709575653076172,enhanced_heuristic,1,1,True,False
flux_china_art_painting_modern::1,flux_china_art_painting_modern,1,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.741450309753418,enhanced_heuristic,1,1,False,False
flux_china_art_painting_modern::2,flux_china_art_painting_modern,2,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.736375331878662,enhanced_heuristic,1,1,False,False
flux_china_art_painting_modern::3,flux_china_art_painting_modern,3,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.737771272659302,enhanced_heuristic,1,1,False,False
flux_china_art_painting_modern::4,flux_china_art_painting_modern,4,china,art,painting,modern,0.5,0.0,0.0,0.0,4,4.745180130004883,enhanced_heuristic,1,1,False,False
flux_china_art_painting_modern::5,flux_china_art_painting_modern,5,china,art,painting,modern,0.75,1.0,0.5,0.6666666666666666,4,4.744894504547119,enhanced_heuristic,1,1,False,True
flux_china_art_painting_traditional::step0,flux_china_art_painting_traditional,step0,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.33203649520874,enhanced_heuristic,1,1,True,False
flux_china_art_painting_traditional::1,flux_china_art_painting_traditional,1,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.289256811141968,enhanced_heuristic,1,1,False,False
flux_china_art_painting_traditional::2,flux_china_art_painting_traditional,2,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.281824588775635,enhanced_heuristic,1,1,False,False
flux_china_art_painting_traditional::3,flux_china_art_painting_traditional,3,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.2878737449646,enhanced_heuristic,1,1,False,False
flux_china_art_painting_traditional::4,flux_china_art_painting_traditional,4,china,art,painting,traditional,1.0,1.0,1.0,1.0,4,5.287963628768921,enhanced_heuristic,1,1,False,False
flux_china_art_painting_traditional::5,flux_china_art_painting_traditional,5,china,art,painting,traditional,0.75,1.0,0.5,0.6666666666666666,4,5.289372205734253,enhanced_heuristic,1,1,False,True
