row_id,prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path,best_step_by_clip,best_clip_score,best_step_by_aesthetic,best_aesthetic
0,"House in China, photorealistic.",Change the image to represent house in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_house_general.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_house_general_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_house_general_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_house_general_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_house_general_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_house_general_5.png,step2_path,26.1474609375,step2_path,5.598851203918457
1,"Modern house in China, photorealistic.",Change the image to represent modern house in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_house_modern.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_house_modern_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_house_modern_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_house_modern_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_house_modern_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_house_modern_5.png,step4_path,29.6142578125,step3_path,5.443026542663574
2,"Traditional house in China, photorealistic.",Change the image to represent traditional house in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_house_traditional.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_house_traditional_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_house_traditional_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_house_traditional_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_house_traditional_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_house_traditional_5.png,step3_path,27.0263671875,step4_path,5.578179836273193
3,"Landmark in China, photorealistic.",Change the image to represent landmark in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_landmark_general.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_landmark_general_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_landmark_general_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_landmark_general_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_landmark_general_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_landmark_general_5.png,step4_path,23.91357421875,step3_path,5.521406173706055
4,"Modern landmark in China, photorealistic.",Change the image to represent modern landmark in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_landmark_modern.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_landmark_modern_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_landmark_modern_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_landmark_modern_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_landmark_modern_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_landmark_modern_5.png,step5_path,24.8291015625,step1_path,5.430135726928711
5,"Traditional landmark in China, photorealistic.",Change the image to represent traditional landmark in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_architecture_landmark_traditional.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_architecture_landmark_traditional_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_architecture_landmark_traditional_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_architecture_landmark_traditional_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_architecture_landmark_traditional_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_architecture_landmark_traditional_5.png,step4_path,25.78125,step3_path,5.506092548370361
6,"Dance in China, photorealistic.",Change the image to represent dance in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_art_dance_general.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_art_dance_general_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_art_dance_general_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_art_dance_general_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_art_dance_general_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_art_dance_general_5.png,step0_path,28.4912109375,step1_path,5.532083988189697
7,"Modern dance in China, photorealistic.",Change the image to represent modern dance in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_art_dance_modern.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_art_dance_modern_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_art_dance_modern_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_art_dance_modern_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_art_dance_modern_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_art_dance_modern_5.png,step2_path,28.4423828125,step2_path,5.617122173309326
8,"Traditional dance in China, photorealistic.",Change the image to represent traditional dance in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_art_dance_traditional.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_art_dance_traditional_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_art_dance_traditional_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_art_dance_traditional_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_art_dance_traditional_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_art_dance_traditional_5.png,step1_path,29.78515625,step1_path,5.531866073608398
9,"Painting in China, photorealistic.",Change the image to represent painting in China.,/home/chans/iaseai26/dataset/qwen/base/qwenimage_china_art_painting_general.png,/home/chans/iaseai26/dataset/qwen/edit_1/qwenimage_china_art_painting_general_1.png,/home/chans/iaseai26/dataset/qwen/edit_2/qwenimage_china_art_painting_general_2.png,/home/chans/iaseai26/dataset/qwen/edit_3/qwenimage_china_art_painting_general_3.png,/home/chans/iaseai26/dataset/qwen/edit_4/qwenimage_china_art_painting_general_4.png,/home/chans/iaseai26/dataset/qwen/edit_5/qwenimage_china_art_painting_general_5.png,step0_path,27.6611328125,step2_path,5.609400749206543
