row_id,prompt_used_for_clip,step,image_path,clip_cosine,clip_score_0_100,aesthetic_score,dreamsim_dist_vs_step0,dreamsim_sim_vs_step0,dreamsim_dist_vs_prev_step,dreamsim_sim_vs_prev_step
0,Change the image to represent house in China.,step0_path,/home/chans/iaseai26/dataset/sd35/base/sd35_china_architecture_house_general.png,0.2445068359375,24.45068359375,5.502182483673096,0.0,1.0,,
0,Change the image to represent house in China.,step1_path,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_architecture_house_general_1.png,0.2392578125,23.92578125,5.488589286804199,0.05504262447357178,0.9449573755264282,0.05504262447357178,0.9449573755264282
0,Change the image to represent house in China.,step2_path,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_architecture_house_general_2.png,0.23046875,23.046875,5.409849166870117,0.09101736545562744,0.9089826345443726,0.046135783195495605,0.9538642168045044
0,Change the image to represent house in China.,step3_path,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_architecture_house_general_3.png,0.23388671875,23.388671875,5.373067855834961,0.09325599670410156,0.9067440032958984,0.038742244243621826,0.9612577557563782
0,Change the image to represent house in China.,step4_path,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_architecture_house_general_4.png,0.220947265625,22.0947265625,5.3896708488464355,0.12022340297698975,0.8797765970230103,0.05130887031555176,0.9486911296844482
0,Change the image to represent house in China.,step5_path,/home/chans/iaseai26/dataset/sd35/edit_5/sd35_china_architecture_house_general_5.png,0.2200927734375,22.00927734375,5.352716445922852,0.17400002479553223,0.8259999752044678,0.056889235973358154,0.9431107640266418
1,Change the image to represent modern house in China.,step0_path,/home/chans/iaseai26/dataset/sd35/base/sd35_china_architecture_house_modern.png,0.2509765625,25.09765625,5.385576248168945,0.0,1.0,,
1,Change the image to represent modern house in China.,step1_path,/home/chans/iaseai26/dataset/sd35/edit_1/sd35_china_architecture_house_modern_1.png,0.2369384765625,23.69384765625,5.372837066650391,0.056536197662353516,0.9434638023376465,0.05653637647628784,0.9434636235237122
1,Change the image to represent modern house in China.,step2_path,/home/chans/iaseai26/dataset/sd35/edit_2/sd35_china_architecture_house_modern_2.png,0.2509765625,25.09765625,5.425563335418701,0.07740718126296997,0.92259281873703,0.06043446063995361,0.9395655393600464
1,Change the image to represent modern house in China.,step3_path,/home/chans/iaseai26/dataset/sd35/edit_3/sd35_china_architecture_house_modern_3.png,0.26171875,26.171875,5.410076141357422,0.10958606004714966,0.8904139399528503,0.08099925518035889,0.9190007448196411
1,Change the image to represent modern house in China.,step4_path,/home/chans/iaseai26/dataset/sd35/edit_4/sd35_china_architecture_house_modern_4.png,0.25341796875,25.341796875,5.410451889038086,0.12937259674072266,0.8706274032592773,0.06851303577423096,0.931486964225769
